200,0.128822518,0.126514195
200.2,0.117581519,0.123136104
200.4,0.125130467,0.120717477
200.6,0.121737882,0.119258313
200.8,0.104534141,0.118758613
201,0.133630268,0.118929436
201.2,0.123771458,0.121215085
201.4,0.111950525,0.12780256
201.6,0.130452649,0.129710719
201.8,0.141085146,0.126958016
202,0.132355313,0.12501003
202.2,0.10879283,0.126202498
202.4,0.123100325,0.121453453
202.6,0.116538664,0.119589306
202.8,0.138727201,0.125220122
203,0.120261426,0.13298054
203.2,0.136506504,0.137165804
203.4,0.148749106,0.141437009
203.6,0.142716828,0.143482304
203.8,0.143931105,0.143038288
204,0.139663754,0.139900138
204.2,0.139808493,0.137736504
204.4,0.122807601,0.136468458
204.6,0.145585525,0.132117788
204.8,0.135936609,0.133395631
205,0.127313686,0.137042958
205.2,0.127690456,0.137180992
205.4,0.151461668,0.132214001
205.6,0.136033055,0.128072173
205.8,0.112527473,0.128158468
206,0.120963624,0.125698028
206.2,0.120427919,0.122586937
206.4,0.143234033,0.126904434
206.6,0.12549451,0.132014326
206.8,0.131785901,0.137234534
207,0.138379326,0.136917463
207.2,0.139472737,0.137723153
207.4,0.149355142,0.138490293
207.6,0.123127078,0.140874381
207.8,0.147791351,0.138589067
208,0.129152281,0.136148135
208.2,0.151404373,0.13512952
208.4,0.120679514,0.136234054
208.6,0.133070831,0.130416729
208.8,0.136182272,0.130188644
209,0.126493039,0.12865276
209.2,0.124478391,0.133532413
209.4,0.137174345,0.130849174
209.6,0.136508982,0.129067966
209.8,0.132413648,0.133580047
210,0.121607061,0.136373935
210.2,0.136779487,0.133976725
210.4,0.153352463,0.135896608
210.6,0.133864677,0.14143015
210.8,0.128283969,0.143064303
211,0.15145121,0.138040024
211.2,0.148744447,0.139749258
211.4,0.127678583,0.142146633
211.6,0.136114397,0.144506734
211.8,0.161345913,0.140424134
212,0.132901682,0.141834232
212.2,0.148765256,0.144844934
212.4,0.130965845,0.144049509
212.6,0.148813364,0.13736367
212.8,0.142232286,0.139052283
213,0.137077707,0.138480867
213.2,0.12240699,0.137913033
213.4,0.149314882,0.137704794
213.6,0.141546312,0.137249589
213.8,0.128910802,0.134845492
214,0.144501068,0.133726222
214.2,0.119808909,0.13224858
214.4,0.128081582,0.134839899
214.6,0.14414396,0.137351086
214.8,0.14852548,0.135900944
215,0.133966431,0.140767529
215.2,0.133242656,0.138893368
215.4,0.13293799,0.135838695
215.6,0.146829804,0.134199562
215.8,0.130531805,0.136010795
216,0.136399567,0.139001529
216.2,0.136470212,0.140625893
216.4,0.14635015,0.142141621
216.6,0.15167586,0.146023853
216.8,0.141754593,0.147144641
217,0.147153743,0.14493459
217.2,0.143429348,0.143891217
217.4,0.14346633,0.142927663
217.6,0.136477554,0.143897262
217.8,0.152684386,0.142376403
218,0.140747069,0.144315735
218.2,0.1441292,0.145425643
218.4,0.142287709,0.146747669
218.6,0.153123577,0.145555942
218.8,0.143198269,0.144236889
219,0.143969352,0.1416788
219.2,0.138519287,0.140388479
219.4,0.131729129,0.139174751
219.6,0.144323609,0.140195719
219.8,0.146392278,0.142921901
220,0.145197642,0.146712725
220.2,0.144867557,0.149766389
220.4,0.154759578,0.148360447
220.6,0.148864347,0.147089669
220.8,0.147033358,0.147263579
221,0.141739716,0.149166201
221.2,0.148625511,0.150722351
221.4,0.158051021,0.15276894
221.6,0.160639473,0.155056552
221.8,0.153042721,0.155054203
222,0.148415722,0.154292007
222.2,0.154397385,0.151581572
222.4,0.14769307,0.147509164
222.6,0.155161622,0.148642782
222.8,0.143126193,0.152295102
223,0.144647362,0.153408179
223.2,0.167610831,0.153445505
223.4,0.16169109,0.152970214
223.6,0.145682027,0.157591886
223.8,0.147565068,0.156372898
224,0.161216356,0.154488012
224.2,0.167626457,0.15617538
224.4,0.146751912,0.157563546
224.6,0.160170495,0.156853222
224.8,0.154120717,0.155429087
225,0.154626059,0.159695061
225.2,0.163415147,0.161157258
225.4,0.165614747,0.160974562
225.6,0.169731709,0.161170162
225.8,0.14269307,0.160770333
226,0.166462621,0.158853263
226.2,0.156957559,0.157805455
226.4,0.163016864,0.159950884
226.6,0.15898376,0.163277147
226.8,0.161770487,0.159596017
227,0.167992639,0.164499724
227.2,0.157928445,0.165147884
227.4,0.162834098,0.165000823
227.6,0.182511412,0.165580532
227.8,0.155621683,0.167061462
228,0.163875098,0.171253058
228.2,0.177005318,0.173225824
228.4,0.176133907,0.169761294
228.6,0.176100846,0.173133988
228.8,0.166037705,0.166168131
229,0.151713572,0.161005454
229.2,0.170539412,0.162455275
229.4,0.147954768,0.165133667
229.6,0.178175638,0.167334735
229.8,0.181685528,0.170131333
230,0.164345943,0.168678337
230.2,0.159232625,0.171597555
230.4,0.170742792,0.164304892
230.6,0.166073702,0.163156827
230.8,0.16972308,0.163779496
231,0.151267777,0.166278913
231.2,0.173061246,0.167947196
231.4,0.167242793,0.169919342
231.6,0.183085069,0.171928829
231.8,0.17303675,0.176387703
232,0.16837369,0.176393467
232.2,0.178168635,0.177374639
232.4,0.182163931,0.173953953
232.6,0.176664608,0.174172522
232.8,0.170351239,0.176646775
233,0.168657242,0.177244611
233.2,0.184500266,0.180321363
233.4,0.193231012,0.185130764
233.6,0.183635675,0.187083753
233.8,0.189277888,0.18891286
234,0.18459469,0.185929571
234.2,0.177786685,0.179699843
234.4,0.187675278,0.177391963
234.6,0.169110008,0.175931867
234.8,0.163916126,0.173691046
235,0.184110994,0.1739403
235.2,0.180511261,0.177278816
235.4,0.170182009,0.183911906
235.6,0.189366765,0.184647884
235.8,0.193279772,0.180846389
236,0.178137568,0.178732408
236.2,0.166008714,0.176560419
236.4,0.171078847,0.172891873
236.6,0.1733616,0.169564949
236.8,0.176226731,0.174450054
237,0.176678291,0.174095847
237.2,0.166883084,0.175407649
237.4,0.188073309,0.175196349
237.6,0.161825879,0.177628714
237.8,0.190773962,0.181340368
238,0.176800731,0.1830496
238.2,0.190889585,0.180450688
238.4,0.182004962,0.182520744
238.6,0.171696057,0.179020329
238.8,0.176106962,0.179574206
239,0.184368338,0.176965512
239.2,0.179651162,0.17777021
239.4,0.177787975,0.180739922
239.6,0.175685992,0.182360857
239.8,0.182786031,0.17811142
240,0.188167198,0.175450948
240.2,0.178096018,0.184041459
240.4,0.163442032,0.186616107
240.6,0.195226451,0.189985167
240.8,0.225516514,0.190932274
241,0.171750513,0.194139679
241.2,0.195330618,0.194225537
241.4,0.181429808,0.188338521
241.6,0.194802804,0.185473421
241.8,0.189417384,0.192662229
242,0.194063296,0.194491102
242.2,0.19644166,0.197906007
242.4,0.203807609,0.20284129
242.6,0.208932471,0.209131415
242.8,0.203219687,0.208432402
243,0.221749168,0.20712277
243.2,0.200858251,0.200941718
243.4,0.183700565,0.194791355
243.6,0.196548368,0.192324435
243.8,0.18335462,0.189479919
244,0.196685672,0.197232317
244.2,0.205315653,0.199113057
244.4,0.200280777,0.199935473
244.6,0.210168844,0.202668191
244.8,0.181165208,0.197155158
245,0.206304229,0.196856494
245.2,0.196739381,0.195142004
245.4,0.185351042,0.193994096
245.6,0.212293933,0.202393939
245.8,0.190220954,0.201438374
246,0.210651078,0.209238471
246.2,0.226058989,0.214217892
246.4,0.199527312,0.211273531
246.6,0.228101836,0.213609796
246.8,0.204346932,0.213995628
247,0.20276045,0.212599098
247.2,0.224814277,0.216240628
247.4,0.22615179,0.217124359
247.6,0.206982983,0.218446108
247.8,0.223189385,0.219693384
248,0.221123264,0.215417953
248.2,0.203941352,0.217019736
248.4,0.229022493,0.218912335
248.6,0.20981511,0.215877147
248.8,0.225544548,0.216352878
249,0.209629746,0.21494337
249.2,0.210442691,0.213104362
249.4,0.216300471,0.212125754
249.6,0.207551181,0.213978427
249.8,0.224158003,0.216160707
250,0.206958452,0.217412902
250.2,0.233285452,0.215891372
250.4,0.206870589,0.216947718
250.6,0.221415775,0.220320943
250.8,0.217204512,0.228021372
251,0.239111915,0.234746872
251.2,0.253041326,0.243381099
251.4,0.248839261,0.247932285
251.6,0.254800364,0.254766906
251.8,0.246604571,0.258738198
252,0.270188597,0.266866142
252.2,0.283301189,0.277541024
252.4,0.290213758,0.288965699
252.6,0.308011821,0.310246997
252.8,0.316550363,0.326122887
253,0.346087897,0.346589282
253.2,0.387244958,0.365944413
253.4,0.37345009,0.388247345
253.6,0.409757938,0.408368559
253.8,0.418538208,0.425259903
254,0.455837128,0.443508621
254.2,0.454865222,0.462255707
254.4,0.478854129,0.475324833
254.6,0.493461371,0.488054036
254.8,0.488960535,0.499212998
255,0.516042763,0.514809255
255.2,0.523253281,0.524905127
255.4,0.54376691,0.538016332
255.6,0.549245303,0.547756772
255.8,0.546583645,0.552933428
256,0.563966802,0.556413112
256.2,0.549339159,0.554155103
256.4,0.561968921,0.559861915
256.6,0.553410306,0.561154355
256.8,0.553902891,0.556900665
257,0.577449735,0.550835787
257.2,0.532179481,0.543079949
257.4,0.528294673,0.537781669
257.6,0.524667506,0.53249642
257.8,0.539914165,0.530398801
258,0.534607614,0.534049779
258.2,0.53363239,0.529641701
258.4,0.531422516,0.5267373
258.6,0.510133726,0.522054272
